"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51"
"Orn_5.5",0,5973485.07832615,0,79983.5024938692,0,15294.9334377027,0,60102.0274350085,0,56438.8542291084,2488041.08071454,6606083.06738209,0,494020.877045967,40550.1124543385,2515699.15285224,0,1903869.76700503,0,422550.362810051,0,0,0,0,0,0,0,0,0,2563901.56111087,289880.64680395,55387.9627719796,1276366.1569478,0,0,4679339.60755281,77818.1535593494,0,5870217.14563823,15544.1066840643,634481.686380799,0,3706309.52192625,2165652.244424,1449626.04836182,369145.144302447,0,2898770.87892022,652646.027771631,0,3079972.44177221
"Glu_0.0",9244957.96315179,8083476.65469622,8928859.95600204,8873973.27160342,6666763.31697953,8986687.48090236,9087000.66690425,7712761.7592207,8990783.20146623,9548561.59310882,7830777.81840232,7540110.3944688,9870181.58900299,7989271.11473766,6885809.79833108,7451766.65029071,8909831.17386479,9681520.69664057,6747460.09854321,9892220.86197907,7558310.77363325,4408248.30800165,10050124.9588701,7841333.00967826,9834437.26366367,10475564.0105198,10196812.9178741,11285165.5368408,8146856.96422655,5997877.99416811,8298534.03269371,9297222.10126759,6866833.20832613,8462664.24672113,7768514.48513503,5669200.79680292,8706885.21115851,3274953.78233681,7069722.27103611,9221270.19108762,8584371.79018369,6617352.65029736,8467936.81734082,5967045.71459168,8602321.28005903,8565836.12119587,7328702.72621179,7272729.65810258,8489182.00982757,9930914.60908917,7353004.26442243
"Glu_1.0",8865.12507502848,63285.1196254258,48335.1609869504,20696.0055753832,7496.49992259201,25146.8072900023,5305.81705586576,14716.982242488,11344.4386363337,32173.4311816714,34957.1423983945,43728.191409507,26454.2751458213,34071.9478257906,23499.5036491257,31594.2591970386,31504.7030348876,43035.0418671419,17424.2800351248,4786.05733492797,21540.880570369,6940.28973561603,22564.4310442683,23948.8180791842,23278.6540059573,51216.8410712685,22754.1341034462,44913.3011244806,26135.091341059,32988.9670193499,25376.1529915475,35253.4675069913,22068.3374210854,51805.4326879257,13562.4968492267,31717.3987539366,14203.4960365692,6374.94150723019,33708.5150091066,26163.5668294803,23069.5323843043,12785.9484749842,57244.3392266503,35254.7113076775,38118.2227803448,22180.2124035941,12883.2890406902,12818.5848922122,10955.8815231326,20629.0515259401,19400.6996552183
"Glu_1.1",0,182796.130974192,35667.2932942877,30236.1388990886,12861.1921727347,53680.1747065724,14275.2939435665,22149.9608666362,4826.75510516536,42154.6869746844,110877.581861983,173342.513315345,65130.806325482,79218.2718159845,41112.4338196216,147137.950245152,16129.9207983327,87630.4088416525,3934.69614632997,4323.91894338506,44310.5327005716,206954.564898793,7059.51560374041,46962.1038387893,21462.370409565,93941.7908358833,45754.7463305721,77198.4076732259,33665.7185296234,62474.3044215813,24132.3577368436,79958.568797837,81222.637702737,99545.8425320148,55524.284165191,131825.646574605,5474.1403805521,6740.98980129698,77685.7559368119,73182.7470078012,25817.3331574282,15513.6681418415,176876.767348257,138744.571846437,118630.294135848,78242.9757820661,53428.2146741944,64113.498052051,0,37998.9121166671,92695.1985396718
"Glu_2.1",0,92053.7068912584,0,0,0,0,0,0,2361.29054446689,0,22839.8989815891,88727.2424895358,0,0,0,73436.261292723,0,33353.1338519423,0,2327.12338672232,0,2503.57453858377,921.661636018686,524.202926989469,611.380732470396,0,0,0,0,24755.8915236239,1226.5887820379,0,23536.5489283129,0,0,55991.1963778217,0,0,79737.1350904725,0,2356.17390395818,0,92251.3734561186,68385.42993149,31428.6389555437,0,0,29712.5708799348,4366.22531008427,0,32160.8108451146
"Glu_2.2",7569.36922351757,44940.0457387258,13842.6063074048,4315.3522799222,0,7547.66201062042,8976.48479995649,2696.83918214042,4309.66125568165,3035.18056210798,12122.8847786297,37538.4826474163,717.028629066365,11514.2667156046,3289.87570859635,34981.865140092,8283.45543662498,18445.0930480366,687.117453106989,1025.20904178384,3748.79526256585,2299.07139378531,13941.1354850552,8789.31282649758,5298.4260750309,3224.03619440986,0,14144.244851394,4195.55597847479,12204.7436450897,9579.98476063283,2281.94564307207,10780.5486617257,1890.19001527922,920.463478765363,20839.6135539704,7597.57603242564,6473.30436084143,44669.1116904095,7502.69628036496,3426.00703139916,636.772726074498,38927.6980484312,23841.7214606575,26105.5597001668,8499.59094354175,1748.98432063437,18442.926842541,13618.2773312371,12900.0164176604,18228.5747126125
"Glu_3.2",0,510937.238356124,423.596169367193,3836.85864835523,207.909562873627,1185.77342847849,0,2671.63505827316,1244.90541170447,2276.54176458543,155294.19704566,458678.60216597,0,26735.5648070609,3747.45816059258,432804.885086819,0,209126.037265856,510.652411754143,43078.2017490931,0,1036.25964905092,641.713442961316,0,0,94.6663365936085,0,0,0,143485.496564166,39702.3057659682,3206.88271825141,151381.944875073,0,8.84017450365072,315643.950233919,5475.25178034243,0,446820.893599801,1439.01009152725,24606.8411836339,0,500725.931659365,352406.595116531,202440.087658096,43893.9956174776,1825.75313756741,175324.56683307,35750.6325638419,535.346064145542,176573.649190852
"Glu_3.3",228.457983101564,18567.791064175,0,1038.99212609676,77.490148685142,1144.85852507151,840.725447712826,326.019547406647,1442.60812398343,1683.87802438224,8496.72464357235,16366.060388963,358.978881934759,2739.86546947665,1816.70014789194,13621.6482245087,1218.32112199108,10278.8708590126,1346.55078980302,5366.69537225997,0,1821.34015490823,0,567.332089907197,640.852619662301,0,1615.13211161793,72.882272286775,977.325784347785,8636.66060364097,2515.02808906538,67.9558064618717,6151.9139133438,149.649931412776,458.052654807384,10770.3477110851,1097.57197505733,0,14852.1283895402,0,4605.22455120067,2108.46546147022,19771.2845112051,11802.3949019383,9447.22961096124,2322.42623455762,896.062635617932,7590.06715975717,2531.36155999771,0,9251.89004040082
"Glu_4.3",0,348627.895122113,0,37596.3309908204,0,24219.4837771048,0,30758.0144933996,0,39855.5731880196,234863.743839167,394814.804925615,0,101920.052604185,32599.0765577885,275942.949953448,0,259250.174989457,0,109965.318157181,0,0,0,0,0,0,0,0,0,218937.145214506,105901.677965407,37731.4040629609,187414.114309331,0,0,235724.129720018,37945.5857822814,0,310898.725808059,28547.0970287321,124633.930502353,0,339728.565829694,241093.976753111,263176.028107104,107884.497104223,0,234467.487443432,126923.447111711,0,257532.01615042
"Glu_4.4",0,79139.757604175,0,9391.13562066409,0,5329.92040226236,0,5422.76410981333,0,9585.25612265108,52149.2085017508,83894.9215742056,0,20372.7534910675,7441.07168269826,60771.2637866146,0,56331.2906868361,0,23587.6282419962,0,0,0,0,0,0,0,0,0,44331.0304517523,24294.2872805646,7931.8418362853,37577.8345648498,0,0,51156.7101979538,7926.09990566753,0,70614.6238756668,6545.87852943313,26563.2846370489,0,77045.5573152043,54632.8223007166,57593.5698480934,22355.918671047,0,50586.3290389988,26347.3063035986,0,54674.4212117642
"Glu_5.4",44902.9575307752,9820362.90211635,80243.0210705342,1126846.37670851,36512.0921506173,740543.444722067,37026.5696220457,882205.855726564,48370.2539774395,1142191.32767032,6796692.30360521,10769265.340004,87561.1657367753,2989881.92342028,1041463.03200698,7876596.30168421,27828.9453663813,7130583.82186321,20098.0112858909,3218634.38237902,23820.5359949994,0,36864.5342282917,27127.2720123765,31241.7080448656,105966.778765896,82163.1560530234,51473.2173224969,46277.0127488481,6055439.6704088,3169014.91770176,1053165.66885163,5066566.31931933,79304.4515896784,30946.9080609876,6656380.55114381,1144640.79928362,0,8273153.56539773,806506.57049205,3744189.80330919,18320.3528827606,9300546.69264643,7191411.08082415,7538040.26728004,3078721.73362666,45113.9574924117,6497447.72083356,3480087.5209639,36649.1774232671,7261245.04248944
"Pro_0.0",2791652.45515275,2165786.52809921,2896623.910981,3364795.69279558,2301635.97682528,3249130.11841561,3831263.98969312,3104152.08813765,3373323.90561139,3256643.67400953,3448641.11504547,2371445.85931988,3153296.65145877,2404029.9597072,2186903.02664781,1913215.20648976,2344660.45820124,2723156.28609996,1820204.2572199,2494455.47227363,3751232.88840219,433000.210848504,3006068.39032811,2862281.75692203,2772245.24209868,3684285.54268196,3793831.17563603,3238846.98875166,2431032.85289049,1676533.01834409,2540662.60280898,2690425.84353226,2038242.27069744,4262743.108698,3689352.58142778,2305030.95339213,2708074.8227307,2648838.31197073,2647640.65897756,2780846.86205658,2456953.69466844,3275319.07416072,1995395.75240074,1496392.79628231,2886967.94531257,2444220.54858464,2501258.28859282,2437942.65920788,2862951.47902482,3125355.17508225,1937158.39901068
"Pro_1.1",0,29975.0457977146,7082.61751786327,0,4160.80335457797,0,4448.81669053616,0,8758.10817458577,0,0,34898.2598278156,0,0,0,11654.2029146348,0,0,0,0,0,0,0,0,0,0,0,0,0,2820.52460248914,2838.78310959831,0,2593.02123104179,0,0,16451.0126165538,1926.1743995779,0,27829.7310618153,0,0,0,12296.1765366402,5279.62804480748,0,0,0,13125.1245617278,0,0,5643.04658095545
